,Name,About,Category
120,uzbekistan,"Uzbekistan (UK: /ʊzˌbɛkɪˈstɑːn, ʌz-, -ˈstæn/, US: /ʊzˈbɛkɪstæn, -stɑːn/;[12][13] Uzbek: Oʻzbekiston, pronounced [ozbekiˈstɒn]), officially the Republic of Uzbekistan (Uzbek: Oʻzbekiston Respublikasi), is a country in Central Asia. It is surrounded by five landlocked countries: Kazakhstan to the north; Kyrgyzstan to the northeast; Tajikistan to the southeast; Afghanistan to the south and Turkmenistan to the south-west. Along with Liechtenstein, it is one of two doubly landlocked countries. As a sovereign state, Uzbekistan is a secular, unitary constitutional republic. It comprises 12 provinces (vilayats) and one autonomous republic, Karakalpakstan. The capital and largest city of Uzbekistan is Tashkent. What is now Uzbekistan was in ancient times part of the Iranian-speaking region of Transoxiana and Turan. The first recorded settlers were Eastern Iranian nomads, known as Scythians, who founded kingdoms in Khwarazm (8th–6th centuries BC), Bactria (8th–6th centuries BCE), Sogdia (8th–6th centuries BCE), Fergana (3rd century BCE – 6th century CE), and Margiana (3rd century BCE – 6th century CE). The area was incorporated into the Iranian Achaemenid Empire and, after a period of Macedonian Greek rule, was ruled by the Iranian Parthian Empire and later by the Sasanian Empire, until the Muslim conquest of Persia in the seventh century. The Muslim conquest in the 7th century converted the majority of the population, including the local ruling classes, into adherents of Islam. During this period, cities such as Samarkand, Khiva and Bukhara began to grow rich from the Silk Road, and witnessed the emergence of leading figures of the Islamic Golden Age, including Muhammad al-Bukhari, Al-Tirmidhi, Ismail Samani, al-Biruni, and Avicenna. The local Khwarazmian dynasty, and Central Asia as a whole, were decimated by the Mongol invasion in the 13th century. After the Mongol Conquests, the area became increasingly dominated by Turkic peoples. The city of Shahrisabz was the birthplace of the Turco-Mongol conqueror Timur (Tamerlane), who in the 14th century established the Timurid Empire and was proclaimed the Supreme Emir of Turan with his capital in Samarkand, which became a world centre of science under the rule of Ulugh Beg, giving birth to the Timurid Renaissance. The territories of the Timurid dynasty were conquered by Uzbek Shaybanids in the 16th century, moving the centre of power from Samarkand to Bukhara. The region was split into three states: Khanate of Khiva, Khanate of Kokand and Emirate of Bukhara. Conquests by Emperor Babur towards the East led the foundation of India's proto-industrialised Mughal Empire. It was gradually incorporated into the Russian Empire during the 19th century, with Tashkent becoming the political center of Russian Turkestan. In 1924, after national delimitation, the constituent republic of the Soviet Union known as the Uzbek Soviet Socialist Republic was created. Following the dissolution of the Soviet Union, it declared independence as the Republic of Uzbekistan on 31 August 1991. Uzbekistan has a diverse cultural heritage due to its storied history and strategic location. Its constitutional official language is Uzbek, a Turkic language written in a modified Latin alphabet and spoken natively by approximately 85% of the population. Russian has widespread use as an inter-ethnic communication language and as a language of governance. Uzbeks constitute 81% of the population, followed by Russians (5.4%), Tajiks (4.0%), Kazakhs (3.0%) and others (6.5%). Muslims constitute 79% of the population while 5% of the population follow Russian Orthodox Christianity and 16% of the population follow other religions or are non-religious. A majority of Uzbeks are non-denominational Muslims.[14] Uzbekistan is a member of the CIS, OSCE, UN and the SCO. While officially a democratic republic,[15] by 2008 non-governmental human rights organisations defined Uzbekistan as ""an authoritarian state with limited civil rights"".[16] Following the death of Islam Karimov in 2016, the second president, Shavkat Mirziyoyev, started a new course, which was described as a A Quiet Revolution and Revolution from Above. He stated he intended to abolish cotton slavery, systematic use of child labour,[17] and exit visas, and to introduce a tax reform and create four new free economic zones and he has amnestied some political prisoners. Relations with the neighbouring countries of Kyrgyzstan, Tajikistan and Afghanistan drastically improved.[18][19][20][21] However, the Amnesty International report on human rights in the country for 2017/2018 described continued repressive measures, including forced labour in cotton harvesting, and restrictions on the movement of 'freed' prisoners.[22]",country
121,israel,"Coordinates: 31°N 35°E Israel (/ˈɪzriəl, ˈɪzreɪəl/; Hebrew: יִשְׂרָאֵל; Arabic: إِسْرَائِيل), formally known as the State of Israel (Hebrew: מְדִינַת יִשְׂרָאֵל, Medinat Yisra'el), is a country in Western Asia, located on the southeastern shore of the Mediterranean Sea and the northern shore of the Red Sea. It has land borders with Lebanon to the north, Syria to the northeast, Jordan on the east, the Palestinian territories of the West Bank and Gaza Strip to the east and west,[22] respectively, and Egypt to the southwest. The country contains geographically diverse features within its relatively small area.[23][24] Israel's economic and technological center is Tel Aviv,[25] while its seat of government and proclaimed capital is Jerusalem, although recognition of the state's sovereignty over Jerusalem is limited.[26][27][28][29][fn 4] Israel has evidence of the earliest migration of hominids out of Africa.[30] Canaanite tribes are archaeologically attested since the Middle Bronze Age,[31][32] while the Kingdoms of Israel and Judah emerged during the Iron Age.[33][34] The Neo-Assyrian Empire destroyed Israel around 720 BCE.[35] Judah was later conquered by the Babylonian, Persian and Hellenistic empires and had existed as Jewish autonomous provinces.[36][37] The successful Maccabean Revolt led to an independent Hasmonean kingdom by 110 BCE,[38] which in 63 BCE however became a client state of the Roman Republic that subsequently installed the Herodian dynasty in 37 BCE, and in 6 CE created the Roman province of Judea.[39] Judea lasted as a Roman province until the failed Jewish revolts resulted in widespread destruction,[38] the expulsion of the Jewish population[38][40] and the renaming of the region from Iudaea to Syria Palaestina.[41] Jewish presence in the region has persisted to a certain extent over the centuries. In the 7th century CE, the Levant was taken from the Byzantine Empire by the Arabs and remained in Muslim control until the First Crusade of 1099, followed by the Ayyubid conquest of 1187. The Mamluk Sultanate of Egypt extended its control over the Levant in the 13th century until its defeat by the Ottoman Empire in 1517. During the 19th century, national awakening among Jews led to the establishment of the Zionist movement in the diaspora followed by waves of immigration to Ottoman Syria and later Mandatory Palestine. In 1947, the United Nations (UN) adopted a Partition Plan for Palestine recommending the creation of independent Arab and Jewish states and an internationalized Jerusalem.[42] The plan was accepted by the Jewish Agency, and rejected by Arab leaders.[43][44][45] The following year, the Jewish Agency declared the independence of the State of Israel, and the subsequent 1948 Arab–Israeli War saw Israel's establishment over most of the former Mandate territory, while the West Bank and Gaza were held by neighboring Arab states.[46] Israel has since fought several wars with Arab countries,[47] and since the Six-Day War in June 1967 held occupied territories including the West Bank, Golan Heights and the Gaza Strip (still considered occupied after the 2005 disengagement, although some legal experts dispute this claim).[48][49][50][fn 5] Subsequent legislative acts have resulted in the full enforcement of Israeli law within the Golan Heights and East Jerusalem, as well as its partial enforcement in the West Bank via ""pipelining"" into Israeli settlements.[51][52][53][54] Israel's occupation of the Palestinian territories is internationally considered to be the world's longest military occupation in modern times.[fn 5][56] Efforts to resolve the Israeli–Palestinian conflict have not resulted in a final peace agreement, while Israel has signed peace treaties with both Egypt and Jordan. In its Basic Laws, Israel defines itself as a Jewish and democratic state and the nation state of the Jewish people.[57] The country has a liberal democracy (one of only two in the Middle East and North Africa region, the other being Tunisia),[58][59] with a parliamentary system, proportional representation, and universal suffrage.[60][61] The prime minister is head of government and the Knesset is the legislature. With a population of around 9 million as of 2019,[62] Israel is a developed country and an OECD member.[63] It has the world's 31st-largest economy by nominal GDP, and is the most developed country currently in conflict.[64] It has the highest standard of living in the Middle East,[21] and ranks among the world's top countries by percentage of citizens with military training,[65] percentage of citizens holding a tertiary education degree,[66] research and development spending by GDP percentage,[67] women's safety,[68] life expectancy,[69] innovativeness,[70] and happiness.[71]",country
122,rice," Rice is the seed of the grass species Oryza glaberrima (African rice) or Oryza sativa (Asian rice). As a cereal grain, it is the most widely consumed staple food for a large part of the world's human population, especially in Asia and Africa. It is the agricultural commodity with the third-highest worldwide production (rice, 741.5 million tonnes in 2014), after sugarcane (1.9 billion tonnes) and maize (1.0 billion tonnes).[1] Since sizable portions of sugarcane and maize crops are used for purposes other than human consumption, rice is the most important grain with regard to human nutrition and caloric intake, providing more than one-fifth of the calories consumed worldwide by humans.[2] There are many varieties of rice and culinary preferences tend to vary regionally. Rice, a monocot, is normally grown as an annual plant, although in tropical areas it can survive as a perennial and can produce a ratoon crop for up to 30 years.[3] Rice cultivation is well-suited to countries and regions with low labor costs and high rainfall, as it is labor-intensive to cultivate and requires ample water. However, rice can be grown practically anywhere, even on a steep hill or mountain area with the use of water-controlling terrace systems. Although its parent species are native to Asia and certain parts of Africa, centuries of trade and exportation have made it commonplace in many cultures worldwide. The traditional method for cultivating rice is flooding the fields while, or after, setting the young seedlings. This simple method requires sound planning and servicing of the water damming and channeling, but reduces the growth of less robust weed and pest plants that have no submerged growth state, and deters vermin. While flooding is not mandatory for the cultivation of rice, all other methods of irrigation require higher effort in weed and pest control during growth periods and a different approach for fertilizing the soil.",food
123,maize," Maize (/meɪz/ MAYZ; Zea mays subsp. mays, from Spanish: maíz after Taino: mahiz), also known as corn (American English), is a cereal grain first domesticated by indigenous peoples in southern Mexico about 10,000 years ago.[1][2] The leafy stalk of the plant produces pollen inflorescences and separate ovuliferous inflorescences called ears that yield kernels or seeds, which are fruits.[3] Maize has become a staple food in many parts of the world, with the total production of maize surpassing that of wheat or rice. In addition to being consumed directly by humans (often in the form of masa), maize is also used for corn ethanol, animal feed and other maize products, such as corn starch and corn syrup.[4] The six major types of maize are dent corn, flint corn, pod corn, popcorn, flour corn, and sweet corn.[5] Sugar-rich varieties called sweet corn are usually grown for human consumption as kernels, while field corn varieties are used for animal feed, various corn-based human food uses (including grinding into cornmeal or masa, pressing into corn oil, and fermentation and distillation into alcoholic beverages like bourbon whiskey), and as chemical feedstocks. Maize is also used in making ethanol and other biofuels. Maize is widely cultivated throughout the world, and a greater weight of maize is produced each year than any other grain.[6] In 2014, total world production was 1.04 billion tonnes. Maize is the most widely grown grain crop throughout the Americas, with 361 million metric tons grown in the United States alone in 2014. [7] Genetically modified maize made up 85% of the maize planted in the United States in 2009.[8] Most historians believe maize was domesticated in the Tehuacán Valley of Mexico.[9] Recent research in the early 21st century has modified this view somewhat; scholars now indicate the adjacent Balsas River Valley of south-central Mexico as the center of domestication.[10]",food
124,wheat,"References:
  Serial No. 42236 ITIS 2002-09-22 Wheat is a grass widely cultivated for its seed, a cereal grain which is a worldwide staple food.[2][3][4] The many species of wheat together make up the genus Triticum; the most widely grown is common wheat (T. aestivum). The archaeological record suggests that wheat was first cultivated in the regions of the Fertile Crescent around 9600 BCE. Botanically, the wheat kernel is a type of fruit called a caryopsis. Wheat is grown on more land area than any other food crop (220.4 million hectares, 2014).[5] World trade in wheat is greater than for all other crops combined.[6] In 2017, world production of wheat was 772 million tonnes, with a forecast of 2019 production at 766 million tonnes,[7] making it the second most-produced cereal after maize.[7][8] Since 1960, world production of wheat and other grain crops has tripled and is expected to grow further through the middle of the 21st century.[9] Global demand for wheat is increasing due to the unique viscoelastic and adhesive properties of gluten proteins, which facilitate the production of processed foods, whose consumption is increasing as a result of the worldwide industrialization process and the westernization of the diet.[10][11] Wheat is an important source of carbohydrates.[10] Globally, it is the leading source of vegetable protein in human food, having a protein content of about 13%, which is relatively high compared to other major cereals[12] but relatively low in protein quality for supplying essential amino acids.[13][14] When eaten as the whole grain, wheat is a source of multiple nutrients and dietary fiber.[10] In a small part of the general population, gluten – the major part of wheat protein – can trigger coeliac disease, noncoeliac gluten sensitivity, gluten ataxia, and dermatitis herpetiformis.[15]",food
125,banana," A banana is an elongated, edible fruit – botanically a berry[1][2] – produced by several kinds of large herbaceous flowering plants in the genus Musa.[3] In some countries, bananas used for cooking may be called ""plantains"", distinguishing them from dessert bananas. The fruit is variable in size, color, and firmness, but is usually elongated and curved, with soft flesh rich in starch covered with a rind, which may be green, yellow, red, purple, or brown when ripe. The fruits grow in clusters hanging from the top of the plant. Almost all modern edible seedless (parthenocarp) bananas come from two wild species – Musa acuminata and Musa balbisiana. The scientific names of most cultivated bananas are Musa acuminata, Musa balbisiana, and Musa × paradisiaca for the hybrid Musa acuminata × M. balbisiana, depending on their genomic constitution. The old scientific name for this hybrid, Musa sapientum, is no longer used. Musa species are native to tropical Indomalaya and Australia, and are likely to have been first domesticated in Papua New Guinea.[4][5] They are grown in 135 countries,[6] primarily for their fruit, and to a lesser extent to make fiber, banana wine, and banana beer and as ornamental plants. The world's largest producers of bananas in 2017 were India and China, which together accounted for approximately 38% of total production.[7] Worldwide, there is no sharp distinction between ""bananas"" and ""plantains"". Especially in the Americas and Europe, ""banana"" usually refers to soft, sweet, dessert bananas, particularly those of the Cavendish group, which are the main exports from banana-growing countries. By contrast, Musa cultivars with firmer, starchier fruit are called ""plantains"". In other regions, such as Southeast Asia, many more kinds of banana are grown and eaten, so the binary distinction is not useful and is not made in local languages. The term ""banana"" is also used as the common name for the plants that produce the fruit.[3] This can extend to other members of the genus Musa, such as the scarlet banana (Musa coccinea), the pink banana (Musa velutina), and the Fe'i bananas. It can also refer to members of the genus Ensete, such as the snow banana (Ensete glaucum) and the economically important false banana (Ensete ventricosum). Both genera are in the banana family, Musaceae.",food
126,milk," Milk is a nutrient-rich liquid food produced in the mammary glands of mammals. It is the primary source of nutrition for infant mammals (including humans who are breastfed) before they are able to digest other types of food.[1] Early-lactation milk contains colostrum, which carries the mother's antibodies to its young and can reduce the risk of many diseases. It contains many other nutrients[2] including protein and lactose. Interspecies consumption of milk is not uncommon, particularly among humans, many of whom consume the milk of other mammals.[3][4] As an agricultural product, dairy milk is extracted from farm animals. Dairy farms produced about 730 million tonnes of milk in 2011,[5] from 260 million dairy cows.[6] India is the world's largest producer of milk, and is the leading exporter of skimmed milk powder, yet it exports few other milk products.[7][8] The ever-increasing rise in domestic demand for dairy products and a large demand-supply gap could lead to India being a net importer of dairy products in the future.[9] New Zealand, Germany and the Netherlands are the largest exporters of milk products.[10] China and Russia were the world's largest importers of milk and milk products until 2016 when both countries became self-sufficient, contributing to a worldwide glut of milk.[11] Throughout the world, more than six billion people consume milk and milk products. Between 750 and 900 million people live in dairy farming households.[12] The term ""milk"" comes from ""Old English meoluc (West Saxon), milc (Anglian), from Proto-Germanic *meluks ""milk"" (source also of Old Norse mjolk, Old Frisian melok, Old Saxon miluk, Dutch melk, Old High German miluh, German Milch, Gothic miluks)"".[13]",food
127,potato," The potato is a root vegetable native to the Americas, a starchy tuber of the plant Solanum tuberosum, and the plant itself is a perennial in the nightshade family, Solanaceae.[2] Wild potato species, originating in modern-day Peru, can be found throughout the Americas, from the United States to southern Chile.[3] The potato was originally believed to have been domesticated by indigenous peoples of the Americas independently in multiple locations,[4] but later genetic testing of the wide variety of cultivars and wild species traced a single origin for potatoes. In the area of present-day southern Peru and extreme northwestern Bolivia, from a species in the Solanum brevicaule complex, potatoes were domesticated approximately 7,000–10,000 years ago.[5][6][7] In the Andes region of South America, where the species is indigenous, some close relatives of the potato are cultivated. Potatoes were introduced to Europe from the Americas in the second half of the 16th century by the Spanish. Today they are a staple food in many parts of the world and an integral part of much of the world's food supply. As of 2014, potatoes were the world's fourth-largest food crop after maize (corn), wheat, and rice.[8] Following millennia of selective breeding, there are now over 5,000 different types of potatoes.[6] Over 99% of presently cultivated potatoes worldwide descended from varieties that originated in the lowlands of south-central Chile.[9][10]",food
128,tomato," Lycopersicon lycopersicum (L.) H. Karst.
Lycopersicon esculentum Mill. The tomato is the edible, often red berry of the plant Solanum lycopersicum,[2][1] commonly known as a tomato plant. The species originated in western South America and Central America.[2][3] The Nahuatl (the language used by the Aztecs) word tomatl gave rise to the Spanish word tomate, from which the English word tomato derived.[3][4] Its domestication and use as a cultivated food may have originated with the indigenous peoples of Mexico.[2][5] The Aztecs used tomatoes in their cooking at the time of the Spanish conquest of the Aztec Empire, and after the Spanish encountered the tomato for the first time after their contact with the Aztecs, they brought the plant to Europe. From there, the tomato was introduced to other parts of the European-colonized world during the 16th century.[2] Tomatoes are a significant source of umami flavor.[6] The tomato is consumed in diverse ways, raw or cooked, in many dishes, sauces, salads, and drinks. While tomatoes are fruits—botanically classified as berries—they are commonly used as a vegetable ingredient or side dish.[3] Numerous varieties of the tomato plant are widely grown in temperate climates across the world, with greenhouses allowing for the production of tomatoes throughout all seasons of the year. Tomato plants typically grow to 1–3 meters (3–10 ft) in height. They are vines that have a weak stem that sprawls and typically needs support.[2] Indeterminate tomato plants are perennials in their native habitat, but are cultivated as annuals. (Determinate, or bush, plants are annuals that stop growing at a certain height and produce a crop all at once.) The size of the tomato varies according to the cultivar, with a range of 1–10 cm (1⁄2–4 in) in width.[2]",food
129,onion,"The onion (Allium cepa L., from Latin cepa ""onion""), also known as the bulb onion or common onion, is a vegetable that is the most widely cultivated species of the genus Allium. Its close relatives include the garlic, scallion, shallot, leek, chive,[2] and Chinese onion.[3] This genus also contains several other species variously referred to as onions and cultivated for food, such as the Japanese bunching onion (Allium fistulosum), the tree onion (A. ×proliferum), and the Canada onion (Allium canadense). The name ""wild onion"" is applied to a number of Allium species, but A. cepa is exclusively known from cultivation. Its ancestral wild original form is not known, although escapes from cultivation have become established in some regions.[4] The onion is most frequently a biennial or a perennial plant, but is usually treated as an annual and harvested in its first growing season. The onion plant has a fan of hollow, bluish-green leaves and its bulb at the base of the plant begins to swell when a certain day-length is reached. The bulbs are composed of shortened, compressed, underground stems surrounded by fleshy modified scale (leaves) that envelop a central bud at the tip of the stem. In the autumn (or in spring, in the case of overwintering onions), the foliage dies down and the outer layers of the bulb become dry and brittle. The crop is harvested and dried and the onions are ready for use or storage. The crop is prone to attack by a number of pests and diseases, particularly the onion fly, the onion eelworm, and various fungi cause rotting. Some varieties of A. cepa, such as shallots and potato onions, produce multiple bulbs. Onions are cultivated and used around the world. As a food item, they are usually served cooked, as a vegetable or part of a prepared savoury dish, but can also be eaten raw or used to make pickles or chutneys. They are pungent when chopped and contain certain chemical substances which irritate the eyes. The onion plant (Allium cepa), also known as the bulb onion[5] or common onion,[6] is the most widely cultivated species of the genus Allium.[7][8] It was first officially described by Carl Linnaeus in his 1753 work Species Plantarum.[9] A number of synonyms have appeared in its taxonomic history:",food
130,garlic,"Garlic (Allium sativum) is a species in the onion genus, Allium. Its close relatives include the onion, shallot, leek, chive,[2] and Chinese onion.[3] It is native to Central Asia and northeastern Iran and has long been a common seasoning worldwide, with a history of several thousand years of human consumption and use.[4][5] It was known to ancient Egyptians and has been used as both a food flavoring and a traditional medicine.[6][7] China produces some 80% of the world's supply of garlic.[8][9] The word garlic derives from Old English, garlēac, meaning gar (spear) and leek, as a 'spear-shaped leek'.[10] Allium sativum is a perennial flowering plant growing from a bulb, it has a tall, erect flowering stem that grows up to 1 m (3 ft). The leaf blade is flat, linear, solid, and approximately 1.25–2.5 cm (0.5–1.0 in) wide, with an acute apex. The plant may produce pink to purple flowers from July to September in the Northern Hemisphere. The bulb is odoriferous and contains outer layers of thin sheathing leaves surrounding an inner sheath that encloses the clove. Often the bulb contains 10 to 20 cloves that are asymmetric in shape, except for those closest to the center.[6] If garlic is planted at the proper time and depth, it can be grown as far north as Alaska.[11] It produces hermaphrodite flowers. It is pollinated by bees, butterflies, moths, and other insects.[12] Identification of the wild progenitor of common garlic is difficult due to the sterility of its many cultivars, which limits the ability to cross test with wild relatives. Genetically and morphologically, garlic is most similar to the wild species Allium longicuspis, which grows in central and southwestern Asia.[13][14][15] However, because Allium longicuspis is also mostly sterile, it is doubtful that it is the ancestor of Allium sativum.[13] Other candidates that have been suggested include Allium tuncelianum, Allium macrochaetum, and Allium truncatum, all of which are native to the Middle East.[13] Allium sativum grows in the wild in areas where it has become naturalized. The ""wild garlic"", ""crow garlic"", and ""field garlic"" of Britain are members of the species Allium ursinum, Allium vineale, and Allium oleraceum, respectively. In North America, Allium vineale (known as ""wild garlic"" or ""crow garlic"") and Allium canadense( known as ""meadow garlic"", ""wild garlic"", or ""wild onion"") are common weeds in fields.[16] So-called elephant garlic is actually a wild leek (Allium ampeloprasum), and not a true garlic. Single clove garlic (also called pearl or solo garlic) originated in the Yunnan province of China.",food
131,scallion,"Scallions (also known as green onions or spring onions or sibies) are vegetables derived from various species in the genus Allium. Scallions have a milder taste than most onions. Their close relatives include garlic, shallot, leek, chive,[1] and Chinese onions.[2] Although the bulbs of many Allium species are used as food, the defining characteristic of spring onion species is that they lack a fully developed bulb. Allium species referred to as spring onions have hollow, tubular green leaves growing directly from the bulb. These leaves are used as a vegetable; they are eaten either raw or cooked. The leaves are often chopped into other dishes, in the manner of onions or garlic.[3] The words scallion and shallot are related and can be traced back to the Greek ἀσκολόνιον ('askolonion') as described by the Greek writer Theophrastus. This name, in turn, seems to originate from the name of the ancient Canaan city of Ashkelon. The plant itself came from farther east of Europe.[4] Species and cultivars that may be called ""scallions"" include: Scallions may be cooked or used raw as a part of salads, salsas or Asian recipes. Diced scallions are used in soup, noodle and seafood dishes, sandwiches, curries and as part of a stir fry. In many Eastern sauces, the bottom half-centimetre (quarter-inch) of the root is commonly removed before use.",food
132,shallot,"Its close relatives include garlic, leeks, and chives.[3] and Chinese onion[4] Shallots probably originated in Central or Southwest Asia, travelling from there to India and the eastern Mediterranean. The name ""shallot"" comes from Ashkelon, an ancient Canaanite city,[5] where people in classical Greek times believed shallots originated.[6] The term shallot is usually applied to the French red shallot (Allium cepa var. aggregatum, or the A. cepa Aggregatum Group). It is also used for the Persian shallot or musir (A. stipitatum) from the Zagros Mountains in Iran and Iraq, and the French gray shallot (Allium oschaninii) which is also known as griselle or ""true shallot"";[6] it grows wild from Central to Southwest Asia. The name shallot is also used for a scallion in New South Wales, Australia[7] and among English-speaking people in Quebec while the term French shallot refers to the plant referred to on this page.[8] Anglophone Quebecers and British English speakers stress the second syllable of shallot, as ""shall-OH"" and ""shall-OT"" respectively (Australians and New Zealanders also say ""shall-OT""), while other varieties of English pronounce it as ""SHALL-ət"". The term eschalot, derived from the French word échalote, can also be used to refer to the shallot.[9] Like garlic, shallots are formed in clusters of offsets with a head composed of multiple cloves. The skin colour of shallots can vary from golden brown to gray to rose red, and their off-white flesh is usually tinged with green or magenta.",food
133,broccoli,"Broccoli is an edible green plant in the cabbage family (family Brassicaceae, genus Brassica) whose large flowering head, stalk and small associated leaves are eaten as a vegetable. The word broccoli comes from the Italian plural of broccolo, which means ""the flowering crest of a cabbage"", and is the diminutive form of brocco, meaning ""small nail"" or ""sprout"".[3] Broccoli is classified in the Italica cultivar group of the species Brassica oleracea. Broccoli has large flower heads, usually dark green in color, arranged in a tree-like structure branching out from a thick stalk which is usually light green. The mass of flower heads is surrounded by leaves. Broccoli resembles cauliflower, which is a different cultivar group of the same Brassica species. In 2017, China and India combined produced 73% of the world's broccoli and cauliflower crops.[4] Broccoli resulted from breeding of cultivated Brassica crops in the northern Mediterranean starting in about the sixth century BC.[5] Broccoli has its origins in primitive cultivars grown in the Roman Empire.[6] It is eaten raw or cooked. Broccoli is a particularly rich source of vitamin C and vitamin K. Contents of its characteristic sulfur-containing glucosinolate compounds, isothiocyanates and sulforaphane, are diminished by boiling, but are better preserved by steaming, microwaving or stir-frying.[7] Rapini, sometimes called ""broccoli raab"" among other names, forms similar but smaller heads, and is actually a type of turnip (Brassica rapa). Other cultivar groups of Brassica oleracea include cabbage (Capitata Group), cauliflower and Romanesco broccoli (Botrytis Group), kale and collard (Acephala Group), kohlrabi (Gongylodes Group), Brussels sprouts (Gemmifera Group), and kai-lan (Alboglabra Group).[8] Broccolini or ""Tenderstem broccoli"" is a cross between broccoli and Chinese broccoli.",food
134,bean,"A bean is the seed of one of several genera of the flowering plant family Fabaceae, which are used as vegetables for human or animal food.[1] They can be cooked in many different ways,[2] including boiling, frying, and baking, and are used in several traditional dishes throughout the world. The word ""bean"" and its Germanic cognates (e.g. German Bohne) have existed in common use in West Germanic languages since before the 12th century,[3] referring to broad beans, chickpeas, and other pod-borne seeds. This was long before the New World genus Phaseolus was known in Europe. After Columbian-era contact between Europe and the Americas, use of the word was extended to pod-borne seeds of Phaseolus, such as the common bean and the runner bean, and the related genus Vigna. The term has long been applied generally to many other seeds of similar form,[3][4] such as Old World soybeans, peas, other vetches, and lupins, and even to those with slighter resemblances, such as coffee beans, vanilla beans, castor beans, and cocoa beans. Thus the term ""bean"" in general usage can refer to a host of different species.[5] Seeds called ""beans"" are often included among the crops called ""pulses"" (legumes),[3] although a narrower prescribed sense of ""pulses"" reserves the word for leguminous crops harvested for their dry grain.[citation needed][clarification needed] The term bean usually excludes legumes with tiny seeds and which are used exclusively for forage, hay, and silage purposes (such as clover and alfalfa). The United Nations Food and Agriculture Organization defines ""BEANS, DRY"" (item code 176)[5] as applicable only to species of Phaseolus. However, in the past, several species, including Vigna angularis (adzuki bean), V. mungo (black gram), V. radiata (green gram), and V. aconitifolia (moth bean), were classified as Phaseolus and later reclassified and general usage is not governed by that definition.[6][failed verification][7][failed verification] Unlike the closely related pea, beans are a summer crop that needs warm temperatures to grow. Legumes are capable of nitrogen fixation and hence need less fertiliser than most plants. Maturity is typically 55–60 days from planting to harvest.[8] As the bean pods mature, they turn yellow and dry up, and the beans inside change from green to their mature colour.[clarification needed] As a vine, bean plants need external support, which may take the form of special ""bean cages"" or poles. Native Americans customarily grew them along with corn and squash (the so-called Three Sisters),[9] with the tall cornstalks acting as support for the beans. In more recent times, the so-called ""bush bean"" has been developed which does not require support and has all its pods develop simultaneously (as opposed to pole beans which develop gradually).[10] This makes the bush bean more practical for commercial production.",food
135,quinoa,"Quinoa (Chenopodium quinoa; /ˈkiːnwɑː/ or /kɪˈnoʊ.ə/, from Quechua kinwa or kinuwa)[2] is a flowering plant in the amaranth family. It is a herbaceous annual plant grown as a crop primarily for its edible seeds; the seeds are rich in protein, dietary fiber, B vitamins, and dietary minerals in amounts greater than in many grains.[3] Quinoa is not a grass, but rather a pseudocereal botanically related to spinach and amaranth (Amaranthus spp.), and originated in the Andean region of northwestern South America.[4] It was first used to feed livestock 5.2–7.0 thousand years ago, and for human consumption 3–4 thousand years ago in the Lake Titicaca basin of Peru and Bolivia.[5] Today, almost all production in the Andean region is done by small farms and associations. Its cultivation has spread to more than 70 countries, including Kenya, India, the United States, and several European countries.[6] As a result of increased popularity and consumption in North America, Europe, and Australasia, quinoa crop prices tripled between 2006 and 2013.[7][8] Chenopodium quinoa is a dicotyledonous annual plant, usually about 1–2 m (3–7 ft) high. It has broad, generally powdery, hairy, lobed leaves, normally arranged alternately. The woody central stem is branched or unbranched depending on the variety and may be green, red or purple. The flowering panicles arise from the top of the plant or from leaf axils along the stem. Each panicle has a central axis from which a secondary axis emerges either with flowers (amaranthiform) or bearing a tertiary axis carrying the flowers (glomeruliform).[9] These are small, incomplete, sessile flowers of the same colour as the sepals, and both pistillate and perfect forms occur. Pistillate flowers are generally located at the proximal end of the glomeruli and the perfect ones at the distal end of it. A perfect flower has five sepals, five anthers and a superior ovary, from which two to three stigmatic branches emerge.[10] The green hypogynous flowers have a simple perianth and are generally self-fertilizing[9][11] though but cross-pollination occurs.[12] Furthermore, in the natural environment, betalains serve to attract animals to generate a greater rate of pollination and ensure, or improve, seed dissemination.[13] The fruits (seeds) are about 2 mm (1⁄16 in) in diameter and of various colors — from white to red or black, depending on the cultivar.[14] In regards to the “newly” developed salinity resistance of C. quinoa, some studies have concluded that accumulation of organic osmolytes plays a dual role for the species. They provide osmotic adjustment, in addition to protection against oxidative stress of the photosynthetic structures in developing leaves. Studies also suggested that reduction in stomatal density in reaction to salinity levels represents an essential instrument of defence to optimize water use efficiency under the given conditions to which it may be exposed.[15]",food
