,Name,About,Category
76,france,europe green dark grey european union green france french f listen officially french republic french r publique fran aise pronounced epyblik f z listen country consisting metropolitan france western europe several overseas regions territories xiii metropolitan area france extends mediterranean sea english channel north sea rhine atlantic ocean borders belgium luxembourg germany northeast switzerland monaco italy east andorra spain south overseas territories include french guiana south america several islands atlantic pacific indian oceans country integral regions five situated overseas span combined area square kilometres sq mi total population million may france unitary semi presidential republic capital paris country largest city main cultural commercial centre major urban areas include lyon marseille toulouse bordeaux lille nice france including overseas territories time zones country total iron age metropolitan france inhabited gauls collection celtic tribes area annexed rome bc developing distinct gallo roman culture laid foundation french language germanic franks arrived formed kingdom francia became heartland carolingian empire treaty verdun partitioned empire west francia becoming kingdom france much high middle ages france highly decentralized feudal kingdom authority king barely felt king philip augustus achieved remarkable success strengthening royal power expansion realm doubling size defeating rivals end reign france emerged powerful state europe mid th century french monarchs embroiled series dynastic conflicts english counterparts lasted years emerging victorious said conflicts disputes spain holy roman empire soon followed renaissance ultimately less successful however french culture flourished global colonial empire established th century would become second largest world second half th century dominated religious civil wars catholics protestants huguenots severely weakened country france emerged europe dominant cultural political military power th century louis xiv following thirty years war inadequate financial model inequitable taxation system well endless costly wars maintain predominant position seven years war american war independence among left heavily indebted kingdom precarious situation end th century french revolution saw fall absolute monarchy characterized ancien r gime ashes rose one modern history earliest republics drafted declaration rights man citizen declaration expresses nation ideals day,country
77,germany,coordinates n e europe light green dark grey european union light green germany german deutschland german pronunciation lant officially federal republic germany german bundesrepublik deutschland listen e country central western europe covering area square kilometres sq mi lies baltic north seas north alps south borders denmark north poland czech republic east austria switzerland south france luxembourg belgium netherlands west various germanic tribes inhabited northern parts modern germany since classical antiquity region named germania documented ad beginning th century german territories formed central part holy roman empire th century northern german regions became centre protestant reformation following napoleonic wars dissolution holy roman empire german confederation formed germany became nation state german states unified prussian dominated german empire world war german revolution empire replaced semi presidential weimar republic nazi seizure power led establishment dictatorship world war ii holocaust end world war ii europe period allied occupation two new german states founded federal republic germany generally known west germany german democratic republic east germany federal republic germany founding member european economic community european union german democratic republic communist eastern bloc state member warsaw pact fall communism german reunification saw former east german states join federal republic germany october today germany federal parliamentary republic led chancellor million inhabitants constituent states second populous country europe russia well populous member state european union capital largest city berlin financial centre frankfurt largest urban area ruhr,country
78,spain,coordinates n w europe green dark grey european union green spain spanish espa es pa listen officially kingdom spain spanish reino de espa b country southwestern europe pockets territory across strait gibraltar atlantic ocean continental european territory situated iberian peninsula territory also includes two archipelagos canary islands coast north africa balearic islands mediterranean sea african enclaves ceuta melilla pe n de v lez de la gomera makes spain european country physical border african country morocco h several small islands alboran sea also part spanish territory country mainland bordered south east mediterranean sea except small land boundary gibraltar north northeast france andorra bay biscay west northwest portugal atlantic ocean respectively area km sq mi spain largest country southern europe second largest country western europe european union fourth largest country area european continent population exceeding million spain sixth populous country europe fourth populous country european union spain capital largest city madrid major urban areas include barcelona valencia seville zaragoza laga bilbao,country
79,portugal,europe green dark grey european union green portugal portuguese pu tu al officially portuguese republic portuguese rep blica portuguesa pu lik pu tu ez note country located mostly iberian peninsula southwestern europe westernmost sovereign state mainland europe bordered west south atlantic ocean north east spain territory also includes atlantic archipelagos azores madeira autonomous regions regional governments official national language portuguese portugal oldest nation state iberian peninsula one oldest europe territory continuously settled invaded fought since prehistoric times inhabited pre celtic celtic peoples visited phoenicians carthaginians ancient greeks ruled romans followed invasions suebi visigothic germanic peoples muslim conquest iberian peninsula territory part al andalus portugal country established early christian reconquista founded county portugal gained prominence battle mamede kingdom portugal later proclaimed following battle ourique independence le n recognized treaty zamora th th centuries portugal established first global maritime commercial empire becoming one world major economic political military powers period today referred age discovery portuguese explorers pioneered maritime exploration notably royal patronage prince henry navigator king john ii notable voyages bartolomeu dias sailing beyond cape good hope vasco da gama discovery sea route india european discovery would become brazil time portugal monopolized spice trade divided world hemispheres dominion castile empire expanded military campaigns asia however events lisbon earthquake country occupation napoleonic wars independence brazil erased great extent portugal prior opulence,country
80,kenya,coordinates n e kenya k nj listen officially republic kenya swahili jamhuri ya kenya country eastern africa square kilometres sq mi kenya world th largest country total area population million people kenya th populous country kenya capital largest city nairobi oldest city first capital coastal city mombasa kisumu city third largest city also inland port lake victoria important urban centres include nakuru eldoret kenya third largest economy sub saharan africa nigeria south africa kenya bordered south sudan northwest ethiopia north somalia east uganda west tanzania south indian ocean southeast according archaeological dating associated artifacts skeletal material cushites first settled lowlands kenya bc phase referred lowland savanna pastoral neolithic nilotic speaking pastoralists ancestral kenya nilotic speakers started migrating present day southern sudan kenya around bc european contact began portuguese empire though effective colonisation kenya began th century european exploration interior modern day kenya emerged protectorate established british empire subsequent kenya colony began numerous disputes uk colony led mau mau revolution began subsequent declaration independence independence kenya remained member commonwealth nations current constitution adopted replace independence constitution kenya presidential representative democratic republic elected officials represent people president head state government kenya member united nations commonwealth nations world bank international monetary fund comesa international criminal court international organisations gni kenya lower middle income economy kenya economy largest eastern central africa nairobi serving major regional commercial hub agriculture largest sector tea coffee traditional cash crops fresh flowers fast growing export service industry also major economic driver particularly tourism kenya member east african community trade bloc though international trade organisations categorise part greater horn africa africa kenya largest export market followed european union republic kenya named mount kenya earliest recorded version modern name written german explorer johann ludwig krapf th century travelling kamba caravan led legendary long distance trader chief kivoi krapf spotted mountain peak asked called kivoi told k nyaa k k nyaa probably pattern black rock white snow peaks reminded feathers male ostrich agikuyu inhabit slopes mt kenya call k r k r nyaga kikuyu embu call kirenyaa three names meaning,country
81,sudan,sudan su n arabic n officially republic sudan arabic jumh riyyat n country north east africa bordered egypt north libya northwest chad west central african republic southwest south sudan south ethiopia southeast eritrea east red sea northeast sudan population million estimate occupies square kilometres square miles making africa third largest country also third largest arab world largest country africa arab world area secession south sudan sudan history goes back pharaonic period witnessing kingdom kerma c bc subsequent rule egyptian new kingdom c bc bc rise kingdom kush c bc ad would turn control egypt nearly century fall kush nubians formed three christian kingdoms nobatia makuria alodia latter two lasting around th th centuries much sudan settled arab nomads th th centuries central eastern sudan dominated funj sultanate darfur ruled west ottomans far north entirety sudan conquered muhammad ali dynasty harsh egyptian reign eventually met successful revolt led self proclaimed mahdi muhammad ahmad resulting establishment caliphate omdurman state eventually toppled british would govern sudan together egypt th century saw growth sudanese nationalism britain granted sudan self government independence proclaimed january since independence sudan ruled series unstable parliamentary governments military regimes jaafar nimeiry sudan instituted islamic law exacerbated rift islamic north seat government animists christians south differences language religion political power erupted civil war government forces strongly influenced national islamic front nif southern rebels whose influential faction sudan people liberation army spla eventually concluding independence south sudan sudan experienced year long military dictatorship led omar al bashir accused widespread human rights abuses including torture persecution minorities notably ethnic genocide due role war darfur region broke overall regime actions killed people protests erupted late demanding bashir resignation resulted successful coup tat april country name sudan name given geographical region south sahara stretching western africa eastern central africa name derives arabic bil n land blacks name one several toponyms sharing similar etymologies ultimately meaning land blacks similar meanings reference dark skin inhabitants initially term sudanese negative connotation sudan due association black africans idea sudanese nationalism goes back popularised young intellectuals,country
82,russia,coordinates n e russia c russian federation transcontinental country located eastern europe northern asia covering area square kilometres sq mi largest country world area spanning one eighth earth inhabited land area stretching eleven time zones bordering sovereign nations territory russia extends baltic sea west pacific ocean east arctic ocean north black sea caucasus south million inhabitants living country federal subjects russia populous nation europe ninth populous nation world russia capital largest city moscow major urban areas include saint petersburg novosibirsk yekaterinburg nizhny novgorod kazan chelyabinsk samara east slavs emerged recognisable group europe rd th centuries ad medieval state rus arose th century adopted orthodox christianity byzantine empire beginning synthesis byzantine slavic cultures defined russian culture next millennium rus ultimately disintegrated number smaller states finally reunified grand duchy moscow th century th century nation greatly expanded conquest annexation exploration become russian empire became major european power third largest empire history stretching norway west canada east following russian revolution russian sfsr became largest leading constituent soviet union world first constitutionally socialist state soviet union played decisive role allied victory world war ii emerged recognised superpower rival united states cold war soviet era saw significant technological achievements th century including world first human made satellite launching first humans space following dissolution soviet union russian sfsr reconstituted russian federation recognised continuing legal personality successor ussr following constitutional crisis new constitution adopted russia governed federal semi presidential republic vladimir putin became acting president december russia first president boris yeltsin resigned elected president march since dominated russia political system either president prime minister government accused non governmental organisations human rights abuses authoritarianism corruption russian economy ranks fifth largest europe eleventh largest world nominal gdp fifth largest ppp russia extensive mineral energy resources largest reserves world making one leading producers oil natural gas globally country one five recognised nuclear weapons states possesses largest stockpile nuclear warheads russia major great power well regional power characterised potential superpower russian armed forces ranked world second powerful powerful europe russia hosts world ninth greatest number unesco world heritage sites among world popular tourist destinations permanent member united nations security council active global partner asean well member shanghai cooperation organisation sco g council europe asia pacific economic cooperation apec organization security co operation europe osce international investment bank iib world trade organization wto well leading member commonwealth independent states cis collective security treaty organization csto member eurasian economic union eaeu,country
83,poland,coordinates n e europe green dark grey european union green legend poland polish polska p lska listen officially republic poland polish rzeczpospolita polska c p sp lita p lska listen country located central europe divided administrative subdivisions covering area square kilometres sq mi largely temperate seasonal climate population nearly million people poland fifth populous member state european union poland capital largest metropolis warsaw major cities include krak w wroc aw pozna gda sk szczecin poland bordered baltic sea lithuania russia kaliningrad oblast north belarus ukraine east slovakia czech republic south germany west history human activity polish soil spans thousands years throughout late antiquity period became extensively diverse various cultures tribes settling vast central european plain however western polans dominated region gave poland name establishment polish statehood traced pagan ruler realm coextensive territory present day poland embraced christianity converted catholicism kingdom poland founded cemented longstanding political association lithuania signing union lublin union formed polish lithuanian commonwealth one largest square kilometres square miles populous nations th th century europe uniquely liberal political system adopted europe first written national constitution constitution may,country
84,sweden,coordinates n e europe green dark grey european union green legend sweden swi n swedish sverige sv rj listen officially kingdom sweden swedish konungariket sverige k n ri k sv rj listen nordic country northern europe borders norway west north finland east connected denmark southwest bridge tunnel across resund strait square kilometres sq mi sweden largest country northern europe third largest country european union fifth largest country europe area capital city stockholm sweden total population million million foreign background persons foreign backgrounds defined persons foreign born born sweden foreign born parents low population density inhabitants per square kilometre sq mi persons per km localities swedes live urban areas cover entire land area highest concentration central southern half country sweden part geographical area fennoscandia climate general mild northerly latitude due significant maritime influence spite high latitude sweden often warm continental summers located north atlantic baltic sea vast eurasian russian landmass general climate environment vary significantly south north due vast latitudal difference much sweden reliably cold snowy winters southern sweden predominantly agricultural north heavily forested includes portion scandinavian mountains,country
85,bangladesh,coordinates n e bangladesh b l bengali pronounced ba la de listen officially people republic bangladesh country south asia eighth populous country world population exceeding million people terms landmass bangladesh ranks nd spanning square kilometres sq mi making one densely populated countries world bangladesh shares land borders india west north east myanmar southeast bay bengal south narrowly separated nepal bhutan siliguri corridor china sikkim north respectively dhaka capital largest city nation economic political cultural hub chittagong largest sea port second largest city bangladesh forms larger eastern part bengal region according ancient sacred indian texts r yana mah bh rata vanga kingdom one namesakes bengal region strong naval ally legendary ayodhya ancient classical period indian subcontinent territory home many principalities including pundra gangaridai gauda samatata harikela also mauryan province reign ashoka principalities notable overseas trade contacts roman world export fine muslin silk middle east spreading philosophy art southeast asia pala empire chandra dynasty sena dynasty last pre islamic bengali middle kingdoms islam introduced pala empire trade abb sid caliphate following early conquest bakhtiyar khalji subsequent establishment delhi sultanate preaching shah jal l east bengal faith fully spread across region wealthy bengal sultanate absorbed mughal empire rule briefly interrupted suri empire following death emperor aurangzeb early proto industrialised mughal bengal became semi independent state nawabs bengal region later conquered british east india company battle plassey borders modern bangladesh established separation bengal india august region became east pakistan part newly formed dominion pakistan demarcated boundary partition india later rise pro democracy movement thrived bengali nationalism self determination leading liberation war eventually resulted emergence bangladesh sovereign independent nation bangladesh country world created basis language ethnicity bengalis make total population bangladesh making one ethnically homogeneous states world large muslim population bangladesh makes third largest muslim majority country constitution declares bangladesh secular state establishing islam state religion middle power world politics bangladesh unitary parliamentary democracy constitutional republic following westminster system governance country divided eight administrative divisions sixty four districts although country continues face challenges rohingya refugee crisis corruption adverse effects climate change bangladesh one emerging growth leading economies world also one next eleven countries one fastest real gdp growth rates bangladeshi economy th largest world nominal gdp th largest ppp,country
86,afganistan,afghanistan f n st n f n st n listen pashto dari pashto af nist n av nis n ab dari af nest n av nes n officially islamic republic afghanistan landlocked country crossroads central south asia afghanistan bordered pakistan east south iran west turkmenistan uzbekistan tajikistan north china northeast occupying square kilometers sq mi mountainous country plains north southwest kabul capital largest city population around million composed mostly ethnic pashtuns tajiks hazaras uzbeks settled life emerged afghanistan adjoining areas years ago evolving gradually indus valley civilization third millennium bce indus civilization archaeological sites discovered amu darya shortugai kandahar province mundigak latter flourished bronze age helmand culture indo aryans migrated bactria margiana area gandhara followed rise iron age yaz culture ca bce closely associated culture depicted avesta ancient religious texts zoroastrianism region known ariana fell achaemenid persians th century bce followed alexander great th century bce married roxana bactria kabul valley campaign faced resistance aspasioi assakan tribes greco bactrian kingdom became eastern end hellenistic world following conquest mauryan indians buddhism hinduism flourished region centuries kushan emperor kanishka ruled twin capitals kapi puru apura played important role spread mahayana buddhism china central asia various buddhist hindu dynasties also ruled region including saka kidarite hephthalite alkhon nezak zunbil turk shahi hindu shahi late th century afghanistan became buffer state great game british india russian empire first anglo afghan war british east india company seized control afghanistan briefly following third anglo afghan war country free foreign influence eventually becoming monarchy amanullah khan almost years later zahir shah overthrown republic established second coup afghanistan first became socialist state soviet protectorate evoking soviet afghan war mujahideen rebels country captured islamic fundamentalist taliban ruled totalitarian regime five years removed power us invasion still control significant portion country ongoing war government taliban contributed perpetuation afghanistan problematic human rights record including complications women rights numerous abuses committed sides killing civilians afghanistan unitary presidential islamic republic country high levels terrorism poverty child malnutrition corruption member united nations organisation islamic cooperation south asian association regional cooperation group economic cooperation organization non aligned movement afghanistan economy world th largest gross domestic product gdp billion purchasing power parity country fares much worse terms per capita gdp ppp ranking th countries root name afgh n according scholars derived name vakan assakan ancient inhabitants hindu kush region vakan literally means horsemen horse breeders cavalrymen va aspa sanskrit avestan words horse historically ethnonym afgh n used refer ethnic pashtuns arabic persian form name af n first attested th century geography book hudud al alam last part name stan persian suffix place therefore afghanistan translates land afghans land pashtuns historical sense modern constitution afghanistan however states word afghan shall apply every citizen afghanistan,country
87,qatar,qatar k r k r listen k r k r listen arabic qa ar qat ar local vernacular pronunciation r officially state qatar arabic dawlat qa ar country located western asia occupying small qatar peninsula northeastern coast arabian peninsula sole land border neighbouring gulf cooperation council gcc monarchy saudi arabia south rest territory surrounded persian gulf gulf bahrain inlet persian gulf separates qatar nearby bahrain early qatar total population million qatari citizens million expatriates islam official religion qatar terms income country third highest gdp ppp per capita world sixth highest gni per capita atlas method qatar classified un country high human development third highest hdi arab world united arab emirates saudi arabia qatar world bank high income economy backed world third largest natural gas reserves oil reserves qatar ruled house thani since mohammed bin thani signed treaty british recognised separate status following ottoman rule qatar became british protectorate early th century gaining independence constitution overwhelmingly approved referendum almost favour st century qatar emerged significant power arab world globally expanding media group al jazeera media network reportedly supporting several rebel groups financially arab spring size qatar wields disproportionate influence world identified middle power qatar currently subject diplomatic economic embargo saudi arabia united arab emirates bahrain egypt began june saudi arabia proposed construction salwa canal would run along saudi qatar border effectively turning qatar island pliny elder roman writer documented earliest account pertaining inhabitants peninsula around mid first century ad referring catharrei designation may derived name prominent local settlement century later ptolemy produced first known map depict peninsula referring catara map also referenced town named cadara east peninsula term catara inhabitants cataraei exclusively used th century katara emerged commonly recognised spelling eventually several variations katr kattar guttur modern derivative qatar adopted country name,country
88,vietnam,coordinates n e asean dark grey legend vietnam vietnamese vi nam v n listen officially socialist republic vietnam vietnamese c ng h x h ch ngh vi nam country southeast asia easternmost country indochinese peninsula estimated million inhabitants th populous country world vietnam shares land borders laos china cambodia maritime borders thailand gulf thailand philippines indonesia malaysia south china sea n capital city hanoi populous city ho chi minh city state centered red river valley nearby coastal areas annexed han dynasty nd century bc made division imperial north millennium first independent monarchy emerged th century ad paved way successive imperial dynasties indochina peninsula colonised french th century north vietnam born upon proclamation independence france following first indochina war ended land divided two rival states north south conflicts intensified vietnam war ended north vietnamese victory reunified unitary socialist government country became somewhat economically politically isolated communist party initiated series economic political reforms facilitated vietnamese integration world politics global economy result vietnam enjoyed higher gdp growth rate ranked among fastest growing countries world also faces poverty corruption inadequate social welfare scrutinized human rights record vietnam established diplomatic relations countries member un asean apec wto,country
89,indonesia,indonesia nd ni listen nee zh officially republic indonesia indonesian republik indonesia publik ndo nesia listen country southeast asia oceania indian pacific oceans consists seventeen thousand islands including sumatra java borneo kalimantan sulawesi new guinea papua indonesia world largest island country th largest country land area square kilometres square miles million people world th populous country well populous muslim majority country java world populous island home half country population sovereign state presidential constitutional republic elected legislature provinces five special status country capital jakarta second populous urban area world country shares land borders papua new guinea east timor eastern part malaysia neighbouring countries include singapore vietnam philippines australia palau india andaman nicobar islands despite large population densely populated regions indonesia vast areas wilderness support one world highest levels biodiversity indonesian archipelago valuable region trade since least th century srivijaya later majapahit traded entities mainland china indian subcontinent local rulers gradually absorbed foreign influences early centuries hindu buddhist kingdoms flourished sunni traders sufi scholars brought islam europeans introduced christianity colonisation although sometimes interrupted portuguese french british dutch foremost colonial power much year presence archipelago concept indonesia nation state emerged early th century country proclaimed independence however dutch recognised indonesia sovereignty following armed diplomatic conflict two indonesia consists hundreds distinct native ethnic linguistic groups largest one javanese shared identity developed motto bhinneka tunggal ika unity diversity literally many yet one defined national language ethnic diversity religious pluralism within muslim majority population history colonialism rebellion economy indonesia world th largest nominal gdp th gdp ppp country member several multilateral organisations including united nations world trade organization international monetary fund g founding member non aligned movement association southeast asian nations asia pacific economic cooperation east asia summit asian infrastructure investment bank organisation islamic cooperation name indonesia derives greek indos word nesos meaning indian islands name dates th century far predating formation independent indonesia george windsor earl english ethnologist proposed terms indunesians preference malayunesians inhabitants indian archipelago malayan archipelago publication one students james richardson logan used indonesia synonym indian archipelago however dutch academics writing east indies publications reluctant use indonesia preferred malay archipelago dutch maleische archipel netherlands east indies nederlandsch oost indi popularly indi east de oost insulinde,country
90,australia,australia officially known commonwealth australia sovereign country comprising mainland australian continent island tasmania numerous smaller islands largest country oceania world sixth largest country total area population million highly urbanised heavily concentrated eastern seaboard australia capital canberra largest city sydney country major metropolitan areas melbourne brisbane perth adelaide indigenous australians inhabited continent years prior first arrival dutch explorers early th century named new holland australia eastern half claimed great britain initially settled penal transportation colony new south wales january date became australia national day population grew steadily subsequent decades time gold rush continent explored european settlers additional five self governing crown colonies established january six colonies federated forming commonwealth australia australia since maintained stable liberal democratic political system functions federal parliamentary constitutional monarchy comprising six states ten territories australia oldest flattest driest inhabited continent least fertile soils landmass square kilometres sq mi megadiverse country size gives wide variety landscapes deserts centre tropical rainforests north east mountain ranges south east australia generates income various sources including mining related exports telecommunications banking manufacturing international education australia highly developed country world fourteenth largest economy high income economy world tenth highest per capita income regional power world thirteenth highest military expenditure immigrants account population highest proportion country population million third highest human development index eighth highest ranked democracy globally country ranks highly quality life health education economic freedom civil liberties political rights major cities faring well global comparative livability surveys australia member united nations g commonwealth nations anzus organisation economic co operation development oecd world trade organization asia pacific economic cooperation pacific islands forum asean plus six mechanism name australia pronounced stre li australian english derived latin terra australis southern land name used hypothetical continent southern hemisphere since ancient times europeans first began visiting mapping australia th century name terra australis naturally applied new territories n,country
91,japan,japan japanese nippon ippo listen nihon iho listen island country east asia northwest pacific ocean borders sea japan west extends sea okhotsk north east china sea taiwan south japan part pacific ring fire comprises archipelago islands covering square kilometers sq mi five main islands north south hokkaido honshu shikoku kyushu okinawa tokyo country capital largest city major cities include osaka nagoya japan th populous country world well one densely populated urbanized three fourths country terrain mountainous concentrating population million narrow coastal plains japan administratively divided prefectures traditionally divided eight regions greater tokyo area populous metropolitan area world million residents islands japan inhabited early upper paleolithic period though first mentions archipelago appear chinese chronicles st century ad th th centuries kingdoms japan became unified emperor imperial court based heian ky starting th century however political power held series military dictators sh gun feudal lords daimy class warrior nobility samurai century long period civil war country reunified tokugawa shogunate enacted foreign policy isolation united states fleet forced japan open trade west leading end shogunate restoration imperial power meiji era empire japan adopted western style constitution pursued industrialization modernization japan invaded china entered world war ii axis power suffering defeat pacific war two atomic bombings japan surrendered came allied occupation adopted post war constitution since maintained unitary parliamentary constitutional monarchy elected legislature known national diet japan great power member numerous international organizations including united nations since oecd g although renounced right declare war country maintains modern military ranked world fourth powerful following world war ii japan experienced high economic growth becoming second largest economy world surpassed china despite stagnant economic growth ever since lost decade country economy still third largest nominal gdp fourth largest purchasing power parity japan global leader automotive electronics industries made significant contributions science technology ranked second highest country human development index asia singapore japan also world second highest life expectancy though currently experiencing decline population culturally japan renowned art cuisine music popular culture including prominent animation video game industries,country
92,mexico,coordinates n w mexico spanish xico mexiko listen nahuan languages xihco officially united mexican states spanish estados unidos mexicanos eum es ta os u ni oz mexi kanos listen country southern portion north america bordered north united states south west pacific ocean southeast guatemala belize caribbean sea east gulf mexico mexico covers square kilometers sq mi approximately inhabitants making world th largest country area th populous country populous spanish speaking nation federation comprising states mexico city capital city largest metropolis major urban areas include guadalajara monterrey puebla toluca tijuana ciudad ju rez le n pre columbian mexico traces origins bc identified one six cradles civilization home many advanced mesoamerican civilizations well known among maya aztecs spanish empire conquered colonized territory base mexico city became known new spain catholic church played important role millions indigenous inhabitants converted populations heavily exploited mine rich deposits precious material became major source wealth spanish mexico became independent nation state successful mexican war independence spain war texas independence mexican american war led huge territorial losses mexico sparsely populated north contiguous united states newly instituted reforms granted protection indigenous communities curtailed power military church enshrined constitution triggered war reform french intervention maximilian habsburg installed emperor france benito ju rez kept opposing republican government exile following decades marked instability dictatorship porfirio az sought modernize mexico restore order porfiriato ended mexican revolution winning constitutionalist faction drafted new constitution revolutionary generals winning northern faction dominated served presidents assassination alvaro obreg n led formation institutional revolutionary party mexico one party state mexico developing country ranking th human development index considered newly industrialized state several analysts world th largest economy nominal gdp th largest ppp united states largest economic partner large economy area population politics make mexico regional power middle power often identified emerging power however mexico continues struggle social inequalities poverty extensive crime country ranks poorly global peace index since conflict government drug trafficking syndicates led deaths,country
93,canada,coordinates n w canada country northern part north america ten provinces three territories extend atlantic pacific northward arctic ocean covering million square kilometres million square miles making world second largest country total area southern western border united states stretching kilometres mi world longest bi national land border canada capital ottawa three largest metropolitan areas toronto montreal vancouver various indigenous peoples inhabited canada thousands years european colonization beginning th century british french expeditions explored later settled along atlantic coast consequence various armed conflicts france ceded nearly colonies north america union three british north american colonies confederation canada formed federal dominion four provinces began accretion provinces territories process increasing autonomy united kingdom widening autonomy highlighted statute westminster culminated canada act severed vestiges legal dependence british parliament canada parliamentary democracy constitutional monarchy westminster tradition monarch prime minister serves chair cabinet head government country realm within commonwealth nations member francophonie officially bilingual federal level ranks among highest international measurements government transparency civil liberties quality life economic freedom education one world ethnically diverse multicultural nations product large scale immigration many countries canada long complex relationship united states significant impact economy culture developed country canada seventeenth highest nominal per capita income globally well thirteenth highest ranking human development index advanced economy tenth largest world relying chiefly upon abundant natural resources well developed international trade networks canada part several major international intergovernmental institutions groupings including united nations nato g group ten g united states mexico canada agreement asia pacific economic cooperation forum,country
94,brazil,coordinates w brazil portuguese brasil brazilian portuguese b ziw nt officially federative republic brazil portuguese rep blica federativa brasil largest country south america latin america million square kilometers million square miles million people brazil world fifth largest country area sixth populous capital bras lia populous city paulo federation composed union states federal district largest country portuguese official language one americas also one multicultural ethnically diverse nations due century mass immigration around world well populous roman catholic majority country bounded atlantic ocean east brazil coastline kilometers mi borders countries south america except ecuador chile covers continent land area amazon basin includes vast tropical forest home diverse wildlife variety ecological systems extensive natural resources spanning numerous protected habitats unique environmental heritage makes brazil one megadiverse countries subject significant global interest debate regarding deforestation environmental protection brazil inhabited numerous tribal nations prior landing explorer pedro lvares cabral claimed area portuguese empire brazil remained portuguese colony capital empire transferred lisbon rio de janeiro colony elevated rank kingdom upon formation united kingdom portugal brazil algarves independence achieved creation empire brazil unitary state governed constitutional monarchy parliamentary system ratification first constitution led formation bicameral legislature called national congress country became presidential republic following military coup tat authoritarian military junta came power ruled civilian governance resumed brazil current constitution formulated defines democratic federal republic due rich culture history country ranks thirteenth world number unesco world heritage sites brazil classified upper middle income economy world bank newly industrialized country largest share global wealth latin america considered advanced emerging economy ninth largest gdp world nominal eighth ppp measures one world major breadbaskets largest producer coffee last years brazil regional power sometimes considered great middle power international affairs account international recognition influence country subsequently classified emerging power potential superpower several analysts brazil founding member united nations g brics mercosul organization american states organization ibero american states community portuguese language countries,country
95,argentina,coordinates w argentina spanish xen tina officially argentine republic spanish rep blica argentina country located mostly southern half south america sharing bulk southern cone chile west country also bordered bolivia paraguay north brazil northeast uruguay south atlantic ocean east drake passage south mainland area km sq mi b argentina eighth largest country world fourth largest americas second largest south america brazil largest spanish speaking nation area sovereign state subdivided twenty three provinces spanish provincias singular provincia one autonomous city ciudad aut noma buenos aires federal capital nation spanish capital federal decided congress provinces capital constitutions exist federal system argentina claims sovereignty part antarctica falkland islands spanish islas malvinas south georgia south sandwich islands earliest recorded human presence modern day argentina dates back paleolithic period inca empire expanded northwest country pre columbian times country roots spanish colonization region th century argentina rose successor state viceroyalty r de la plata spanish overseas viceroyalty founded declaration fight independence followed extended civil war lasted culminating country reorganization federation provinces buenos aires capital city country thereafter enjoyed relative peace stability several waves european immigration mainly italians spaniards radically reshaping cultural demographic outlook population full partial italian ancestry argentine culture significant connections italian culture almost unparalleled increase prosperity led argentina becoming seventh wealthiest nation world early th century according maddison historical statistics project argentina world highest real gdp per capita consistently top ten least currently ranked st world following great depression argentina descended political instability economic decline pushed back underdevelopment although remained among fifteen richest countries several decades following death president juan per n widow isabel mart nez de per n ascended presidency overthrown u backed coup installed right wing military dictatorship military government persecuted murdered numerous political critics activists leftists dirty war period state terrorism lasted election ra l alfons n president several junta leaders later convicted crimes sentenced imprisonment argentina developing country ranks th human development index second highest latin america chile regional power latin america retains historic status middle power international affairs argentina maintains second largest economy south america third largest latin america member g g also founding member united nations world bank world trade organization mercosur community latin american caribbean states organization ibero american states,country
